time,targets_hit,total_targets,drone_x,drone_y,drone_z,drone_roll,drone_pitch,drone_yaw,target_x,target_y,target_z,target_yaw,distance_to_target,yaw_error,is_hitting
25.750,6,7,-1.526,2.046,1.400,-0.001,0.001,0.800,-1.500,2.000,1.400,0.800,0.053,0.000,1
25.800,6,7,-1.525,2.042,1.400,-0.002,0.001,0.800,-1.500,2.000,1.400,0.800,0.049,0.000,1
25.850,6,7,-1.523,2.040,1.400,-0.003,0.001,0.800,-1.500,2.000,1.400,0.800,0.046,0.000,1
25.900,6,7,-1.521,2.037,1.400,-0.003,0.001,0.800,-1.500,2.000,1.400,0.800,0.042,0.000,1
25.950,6,7,-1.520,2.034,1.400,-0.004,0.001,0.800,-1.500,2.000,1.400,0.800,0.039,0.000,1
26.000,6,7,-1.518,2.031,1.400,-0.005,0.001,0.800,-1.500,2.000,1.400,0.800,0.036,0.000,1
26.050,6,7,-1.516,2.028,1.400,-0.005,0.001,0.800,-1.500,2.000,1.400,0.800,0.033,0.000,1
26.100,6,7,-1.515,2.026,1.400,-0.006,0.001,0.800,-1.500,2.000,1.400,0.800,0.030,0.000,1
26.150,7,8,-1.514,2.023,1.400,-0.006,0.002,0.800,2.500,0.000,1.900,0.200,4.523,0.600,0
26.200,7,8,-1.512,2.021,1.400,0.013,0.009,0.789,2.500,0.000,1.900,0.200,4.520,0.589,0
26.250,7,8,-1.510,2.019,1.404,0.180,0.123,0.675,2.500,0.000,1.900,0.200,4.517,0.475,0
26.300,7,8,-1.499,2.013,1.419,0.448,0.349,0.538,2.500,0.000,1.900,0.200,4.503,0.338,0
26.350,7,8,-1.467,1.998,1.447,0.732,0.583,0.507,2.500,0.000,1.900,0.200,4.464,0.307,0
26.400,7,8,-1.400,1.964,1.482,0.912,0.779,0.501,2.500,0.000,1.900,0.200,4.387,0.301,0
26.450,7,8,-1.297,1.905,1.514,0.868,0.926,0.407,2.500,0.000,1.900,0.200,4.266,0.207,0
26.500,7,8,-1.158,1.825,1.541,0.525,0.966,0.146,2.500,0.000,1.900,0.200,4.104,0.054,0
26.550,7,8,-0.996,1.733,1.557,0.187,0.809,-0.012,2.500,0.000,1.900,0.200,3.917,0.212,0
26.600,7,8,-0.817,1.636,1.567,0.050,0.521,0.067,2.500,0.000,1.900,0.200,3.713,0.133,0
26.650,7,8,-0.621,1.539,1.585,-0.019,0.196,0.185,2.500,0.000,1.900,0.200,3.494,0.015,0
26.700,7,8,-0.420,1.444,1.610,-0.080,-0.095,0.221,2.500,0.000,1.900,0.200,3.271,0.021,0
26.750,7,8,-0.224,1.351,1.641,-0.126,-0.309,0.222,2.500,0.000,1.900,0.200,3.052,0.022,0
26.800,7,8,-0.039,1.261,1.675,-0.158,-0.427,0.224,2.500,0.000,1.900,0.200,2.844,0.024,0
26.850,7,8,0.133,1.173,1.709,-0.169,-0.455,0.210,2.500,0.000,1.900,0.200,2.648,0.010,0
26.900,7,8,0.293,1.087,1.740,-0.165,-0.411,0.190,2.500,0.000,1.900,0.200,2.465,0.010,0
26.950,7,8,0.442,1.004,1.768,-0.159,-0.323,0.177,2.500,0.000,1.900,0.200,2.293,0.023,0
27.000,7,8,0.582,0.923,1.793,-0.157,-0.220,0.174,2.500,0.000,1.900,0.200,2.131,0.026,0
27.050,7,8,0.716,0.845,1.816,-0.158,-0.127,0.175,2.500,0.000,1.900,0.200,1.976,0.025,0
27.100,7,8,0.846,0.771,1.834,-0.162,-0.061,0.181,2.500,0.000,1.900,0.200,1.826,0.019,0
27.150,7,8,0.973,0.700,1.848,-0.166,-0.031,0.190,2.500,0.000,1.900,0.200,1.680,0.010,0
27.200,7,8,1.099,0.632,1.856,-0.171,-0.034,0.199,2.500,0.000,1.900,0.200,1.538,0.001,0
27.250,7,8,1.222,0.567,1.858,-0.177,-0.063,0.207,2.500,0.000,1.900,0.200,1.398,0.007,0
27.300,7,8,1.343,0.506,1.855,-0.182,-0.111,0.213,2.500,0.000,1.900,0.200,1.263,0.013,0
27.350,7,8,1.460,0.448,1.850,-0.189,-0.167,0.216,2.500,0.000,1.900,0.200,1.134,0.016,0
27.400,7,8,1.571,0.395,1.846,-0.195,-0.219,0.216,2.500,0.000,1.900,0.200,1.011,0.016,0
27.450,7,8,1.675,0.346,1.844,-0.200,-0.262,0.214,2.500,0.000,1.900,0.200,0.896,0.014,0
27.500,7,8,1.769,0.301,1.846,-0.201,-0.287,0.209,2.500,0.000,1.900,0.200,0.792,0.009,0
27.550,7,8,1.854,0.260,1.852,-0.198,-0.292,0.203,2.500,0.000,1.900,0.200,0.698,0.003,0
27.600,7,8,1.929,0.224,1.862,-0.190,-0.278,0.197,2.500,0.000,1.900,0.200,0.614,0.003,0
27.650,7,8,1.996,0.191,1.873,-0.177,-0.249,0.192,2.500,0.000,1.900,0.200,0.540,0.008,0
27.700,7,8,2.055,0.162,1.885,-0.161,-0.210,0.190,2.500,0.000,1.900,0.200,0.473,0.010,0
27.750,7,8,2.109,0.135,1.895,-0.144,-0.169,0.190,2.500,0.000,1.900,0.200,0.414,0.010,0
27.800,7,8,2.158,0.112,1.905,-0.127,-0.133,0.192,2.500,0.000,1.900,0.200,0.360,0.008,0
27.850,7,8,2.203,0.090,1.911,-0.112,-0.105,0.194,2.500,0.000,1.900,0.200,0.311,0.006,0
27.900,7,8,2.245,0.070,1.915,-0.100,-0.089,0.197,2.500,0.000,1.900,0.200,0.265,0.003,1
27.950,7,8,2.285,0.053,1.916,-0.092,-0.084,0.199,2.500,0.000,1.900,0.200,0.222,0.001,1
28.000,7,8,2.323,0.037,1.915,-0.087,-0.087,0.200,2.500,0.000,1.900,0.200,0.181,0.000,1
28.050,7,8,2.358,0.022,1.913,-0.084,-0.095,0.201,2.500,0.000,1.900,0.200,0.144,0.001,1
28.100,7,8,2.391,0.009,1.910,-0.083,-0.105,0.201,2.500,0.000,1.900,0.200,0.110,0.001,1
28.150,7,8,2.420,-0.002,1.908,-0.082,-0.113,0.201,2.500,0.000,1.900,0.200,0.080,0.001,1
28.200,7,8,2.447,-0.012,1.906,-0.081,-0.118,0.201,2.500,0.000,1.900,0.200,0.055,0.001,1
28.250,7,8,2.470,-0.020,1.905,-0.078,-0.117,0.200,2.500,0.000,1.900,0.200,0.037,0.000,1
28.300,7,8,2.489,-0.027,1.904,-0.073,-0.111,0.199,2.500,0.000,1.900,0.200,0.030,0.001,1
28.350,7,8,2.506,-0.033,1.905,-0.067,-0.100,0.199,2.500,0.000,1.900,0.200,0.034,0.001,1
28.400,7,8,2.519,-0.038,1.905,-0.060,-0.087,0.199,2.500,0.000,1.900,0.200,0.043,0.001,1
28.450,7,8,2.531,-0.042,1.905,-0.052,-0.073,0.199,2.500,0.000,1.900,0.200,0.052,0.001,1
28.500,7,8,2.540,-0.044,1.906,-0.045,-0.060,0.199,2.500,0.000,1.900,0.200,0.060,0.001,1
28.550,7,8,2.548,-0.046,1.906,-0.038,-0.049,0.199,2.500,0.000,1.900,0.200,0.067,0.001,1
28.600,7,8,2.554,-0.048,1.906,-0.032,-0.040,0.199,2.500,0.000,1.900,0.200,0.072,0.001,1
28.650,7,8,2.559,-0.048,1.905,-0.027,-0.035,0.200,2.500,0.000,1.900,0.200,0.077,0.000,1
28.700,7,8,2.563,-0.049,1.905,-0.023,-0.031,0.200,2.500,0.000,1.900,0.200,0.080,0.000,1
28.750,7,8,2.567,-0.048,1.904,-0.020,-0.030,0.200,2.500,0.000,1.900,0.200,0.083,0.000,1
28.800,7,8,2.569,-0.048,1.903,-0.018,-0.029,0.200,2.500,0.000,1.900,0.200,0.084,0.000,1
28.850,7,8,2.571,-0.047,1.903,-0.017,-0.029,0.200,2.500,0.000,1.900,0.200,0.085,0.000,1
28.900,7,8,2.572,-0.046,1.902,-0.015,-0.028,0.200,2.500,0.000,1.900,0.200,0.086,0.000,1
28.950,7,8,2.572,-0.045,1.902,-0.014,-0.026,0.200,2.500,0.000,1.900,0.200,0.085,0.000,1
29.000,7,8,2.572,-0.043,1.901,-0.012,-0.024,0.200,2.500,0.000,1.900,0.200,0.084,0.000,1
29.050,7,8,2.571,-0.042,1.901,-0.010,-0.020,0.200,2.500,0.000,1.900,0.200,0.082,0.000,1
29.100,7,8,2.569,-0.040,1.901,-0.008,-0.017,0.200,2.500,0.000,1.900,0.200,0.080,0.000,1
29.150,7,8,2.567,-0.038,1.901,-0.006,-0.013,0.200,2.500,0.000,1.900,0.200,0.077,0.000,1
29.200,7,8,2.565,-0.036,1.901,-0.004,-0.009,0.200,2.500,0.000,1.900,0.200,0.074,0.000,1
29.250,7,8,2.562,-0.034,1.900,-0.002,-0.006,0.200,2.500,0.000,1.900,0.200,0.071,0.000,1
29.300,7,8,2.559,-0.032,1.900,-0.001,-0.004,0.200,2.500,0.000,1.900,0.200,0.067,0.000,1
29.350,7,8,2.556,-0.030,1.900,0.001,-0.002,0.200,2.500,0.000,1.900,0.200,0.064,0.000,1
29.400,7,8,2.553,-0.028,1.900,0.002,-0.001,0.200,2.500,0.000,1.900,0.200,0.060,0.000,1
29.450,7,8,2.551,-0.026,1.900,0.002,-0.000,0.200,2.500,0.000,1.900,0.200,0.057,0.000,1
29.500,7,8,2.548,-0.024,1.900,0.003,0.000,0.200,2.500,0.000,1.900,0.200,0.053,0.000,1
29.550,7,8,2.545,-0.022,1.900,0.003,0.001,0.200,2.500,0.000,1.900,0.200,0.050,0.000,1
29.600,7,8,2.542,-0.020,1.900,0.003,0.001,0.200,2.500,0.000,1.900,0.200,0.047,0.000,1
29.650,7,8,2.539,-0.019,1.900,0.003,0.001,0.200,2.500,0.000,1.900,0.200,0.043,0.000,1
29.700,7,8,2.536,-0.017,1.900,0.003,0.002,0.200,2.500,0.000,1.900,0.200,0.040,0.000,1
29.750,7,8,2.533,-0.016,1.900,0.004,0.002,0.200,2.500,0.000,1.900,0.200,0.037,0.000,1
29.800,7,8,2.531,-0.014,1.900,0.004,0.003,0.200,2.500,0.000,1.900,0.200,0.034,0.000,1
29.850,7,8,2.528,-0.013,1.900,0.004,0.003,0.200,2.500,0.000,1.900,0.200,0.031,0.000,1
29.900,8,9,2.526,-0.011,1.900,0.004,0.004,0.200,-2.500,0.000,2.100,-0.800,5.030,1.000,0
29.950,8,9,2.523,-0.010,1.901,-0.003,-0.050,0.167,-2.500,0.000,2.100,-0.800,5.027,0.967,0
