time, drone_x, drone_y, drone_z, drone_roll, drone_pitch, drone_yaw, target_x, target_y, target_z, target_direction, distance_to_target, aiming_error, m1_power, m2_power, m3_power, m4_power, cumulative_energy
55.300, 1.008, -0.925, 0.993, 0.001, -0.012, 2.479, 0.620, -0.606, 1.005, 2.388, 0.502, 0.023, 0.000, 0.017, 0.012, 0.031, 1986.263
55.350, 0.983, -0.904, 1.001, 0.001, 0.001, 2.475, 0.595, -0.584, 1.005, 2.386, 0.503, 0.024, 0.000, 0.047, 0.000, 0.000, 1986.310
55.400, 0.958, -0.884, 0.999, 0.010, 0.001, 2.470, 0.571, -0.560, 1.005, 2.383, 0.504, 0.024, 1.000, 0.975, 1.000, 0.989, 1990.275
55.450, 0.933, -0.862, 0.999, 0.001, 0.001, 2.466, 0.546, -0.537, 1.004, 2.381, 0.506, 0.023, 1.000, 0.960, 1.000, 1.000, 1994.234
55.500, 0.909, -0.841, 1.003, -0.004, 0.003, 2.461, 0.522, -0.514, 1.004, 2.378, 0.507, 0.022, 0.000, 0.043, 0.000, 0.000, 1994.278
55.550, 0.884, -0.819, 1.000, -0.005, -0.001, 2.457, 0.497, -0.490, 1.003, 2.376, 0.508, 0.020, 0.678, 0.618, 0.645, 0.686, 1996.905
55.600, 0.859, -0.798, 1.001, 0.003, 0.004, 2.453, 0.472, -0.466, 1.003, 2.374, 0.509, 0.020, 0.000, 0.069, 0.000, 0.000, 1996.974
55.650, 0.832, -0.776, 1.005, 0.009, 0.000, 2.449, 0.448, -0.443, 1.003, 2.372, 0.509, 0.021, 0.000, 0.112, 0.000, 0.000, 1997.086
55.700, 0.806, -0.756, 1.002, 0.006, 0.007, 2.444, 0.423, -0.419, 1.002, 2.370, 0.510, 0.024, 1.000, 1.000, 0.979, 0.972, 2001.037
55.750, 0.779, -0.735, 1.002, 0.005, 0.003, 2.437, 0.398, -0.395, 1.002, 2.369, 0.511, 0.025, 0.399, 0.405, 0.410, 0.383, 2002.635
55.800, 0.753, -0.713, 1.003, 0.008, 0.001, 2.430, 0.373, -0.370, 1.002, 2.367, 0.511, 0.023, 0.000, 0.059, 0.000, 0.000, 2002.693
55.850, 0.727, -0.691, 1.001, 0.011, 0.001, 2.424, 0.349, -0.346, 1.002, 2.366, 0.512, 0.021, 0.000, 0.062, 0.000, 0.000, 2002.755
55.900, 0.703, -0.668, 1.006, 0.010, -0.001, 2.419, 0.324, -0.322, 1.001, 2.364, 0.514, 0.017, 0.000, 0.115, 0.000, 0.000, 2002.870
55.950, 0.680, -0.645, 1.004, 0.004, 0.005, 2.418, 0.299, -0.297, 1.001, 2.363, 0.516, 0.017, 0.688, 0.688, 0.664, 0.648, 2005.558
56.000, 0.657, -0.623, 1.006, 0.012, 0.008, 2.416, 0.274, -0.273, 1.001, 2.362, 0.519, 0.016, 0.995, 1.000, 1.000, 0.951, 2009.505
56.050, 0.633, -0.601, 1.004, -0.003, 0.005, 2.415, 0.249, -0.248, 1.001, 2.361, 0.521, 0.017, 1.000, 0.923, 0.965, 1.000, 2013.393
56.100, 0.607, -0.578, 1.005, 0.001, 0.005, 2.413, 0.224, -0.223, 1.001, 2.360, 0.522, 0.018, 0.222, 0.150, 0.206, 0.210, 2014.181
56.150, 0.582, -0.555, 1.004, 0.004, 0.004, 2.408, 0.199, -0.199, 1.001, 2.359, 0.523, 0.016, 0.000, 0.065, 0.000, 0.000, 2014.246
56.200, 0.556, -0.530, 1.000, -0.005, -0.003, 2.404, 0.174, -0.174, 1.000, 2.358, 0.523, 0.013, 1.000, 0.953, 1.000, 1.000, 2018.199
56.250, 0.531, -0.506, 1.000, -0.004, -0.002, 2.403, 0.149, -0.149, 1.000, 2.358, 0.523, 0.013, 0.260, 0.190, 0.207, 0.270, 2019.126
56.300, 0.508, -0.481, 0.997, -0.004, -0.001, 2.401, 0.124, -0.124, 1.000, 2.357, 0.524, 0.009, 0.000, 0.039, 0.000, 0.017, 2019.182
56.350, 0.484, -0.458, 1.000, -0.008, -0.008, 2.402, 0.099, -0.099, 1.000, 2.357, 0.526, 0.011, 1.000, 0.943, 0.944, 1.000, 2023.069
56.400, 0.460, -0.435, 0.997, -0.007, -0.006, 2.402, 0.074, -0.074, 1.000, 2.356, 0.528, 0.012, 0.000, 0.000, 0.040, 0.039, 2023.148
56.450, 0.436, -0.412, 1.001, 0.006, -0.000, 2.400, 0.049, -0.049, 1.000, 2.356, 0.530, 0.012, 0.000, 0.058, 0.000, 0.000, 2023.206
56.500, 0.411, -0.389, 0.994, -0.002, -0.006, 2.397, 0.024, -0.024, 1.000, 2.356, 0.532, 0.010, 1.000, 0.952, 1.000, 1.000, 2027.157
56.550, 0.388, -0.365, 0.998, -0.002, 0.003, 2.396, -0.001, 0.001, 1.000, 2.356, 0.533, 0.010, 0.675, 0.635, 0.711, 0.699, 2029.877
56.600, 0.363, -0.341, 0.996, 0.007, 0.004, 2.394, -0.026, 0.026, 1.000, 2.356, 0.535, 0.008, 0.273, 0.387, 0.305, 0.279, 2031.122
56.650, 0.340, -0.316, 0.994, -0.006, -0.003, 2.395, -0.051, 0.051, 1.000, 2.357, 0.536, 0.007, 0.131, 0.077, 0.145, 0.157, 2031.632
56.700, 0.317, -0.292, 0.993, -0.005, 0.006, 2.395, -0.076, 0.076, 1.000, 2.357, 0.538, 0.006, 1.000, 0.901, 1.000, 0.998, 2035.531
56.750, 0.292, -0.269, 0.997, -0.002, -0.004, 2.396, -0.101, 0.101, 1.000, 2.357, 0.539, 0.009, 0.000, 0.000, 0.047, 0.012, 2035.590
56.800, 0.267, -0.246, 1.000, 0.004, 0.002, 2.394, -0.126, 0.126, 1.000, 2.358, 0.540, 0.010, 0.000, 0.059, 0.000, 0.000, 2035.649
56.850, 0.241, -0.222, 1.005, 0.004, -0.002, 2.392, -0.151, 0.150, 1.000, 2.358, 0.541, 0.010, 0.000, 0.073, 0.000, 0.000, 2035.723
56.900, 0.216, -0.198, 1.002, 0.001, -0.005, 2.389, -0.176, 0.175, 1.000, 2.359, 0.541, 0.009, 0.653, 0.592, 0.668, 0.675, 2038.311
56.950, 0.193, -0.174, 1.002, 0.013, -0.002, 2.387, -0.201, 0.200, 1.001, 2.360, 0.543, 0.006, 0.000, 0.081, 0.032, 0.000, 2038.424
57.000, 0.171, -0.149, 1.004, 0.001, 0.001, 2.386, -0.225, 0.225, 1.001, 2.361, 0.545, 0.001, 1.000, 0.953, 1.000, 0.985, 2042.362
57.050, 0.148, -0.126, 1.004, -0.003, -0.001, 2.389, -0.250, 0.250, 1.001, 2.362, 0.548, 0.002, 0.000, 0.029, 0.000, 0.011, 2042.402
57.100, 0.125, -0.101, 1.003, 0.005, -0.005, 2.390, -0.275, 0.274, 1.001, 2.363, 0.549, 0.002, 0.976, 0.949, 1.000, 1.000, 2046.327
57.150, 0.102, -0.077, 1.009, -0.005, -0.013, 2.393, -0.300, 0.299, 1.001, 2.365, 0.550, 0.002, 0.000, 0.000, 0.082, 0.058, 2046.467
57.200, 0.078, -0.053, 1.013, -0.006, -0.005, 2.394, -0.325, 0.323, 1.001, 2.366, 0.552, 0.004, 0.000, 0.000, 0.059, 0.032, 2046.559
57.250, 0.053, -0.029, 1.009, -0.002, -0.002, 2.392, -0.350, 0.347, 1.002, 2.367, 0.552, 0.001, 0.000, 0.066, 0.000, 0.031, 2046.656
57.300, 0.029, -0.005, 1.008, 0.008, 0.007, 2.391, -0.375, 0.372, 1.002, 2.369, 0.552, 0.001, 1.000, 1.000, 0.971, 0.954, 2050.580
57.350, 0.005, 0.019, 1.010, 0.005, 0.004, 2.392, -0.399, 0.396, 1.002, 2.371, 0.553, 0.002, 1.000, 1.000, 0.933, 0.968, 2054.482
57.400, -0.019, 0.043, 1.009, -0.004, 0.002, 2.393, -0.424, 0.420, 1.003, 2.373, 0.553, 0.000, 0.042, 0.080, 0.000, 0.000, 2054.603
57.450, -0.043, 0.068, 1.012, -0.004, -0.009, 2.395, -0.449, 0.444, 1.003, 2.375, 0.554, 0.000, 0.000, 0.000, 0.064, 0.033, 2054.700
57.500, -0.066, 0.092, 1.014, -0.000, -0.005, 2.395, -0.474, 0.468, 1.003, 2.377, 0.555, 0.002, 0.434, 0.391, 0.478, 0.443, 2056.446
57.550, -0.088, 0.115, 1.013, 0.002, 0.003, 2.398, -0.498, 0.491, 1.003, 2.379, 0.557, 0.002, 0.675, 0.592, 0.677, 0.671, 2059.060
57.600, -0.109, 0.140, 1.011, -0.010, -0.003, 2.401, -0.523, 0.515, 1.004, 2.381, 0.558, 0.004, 0.020, 0.000, 0.007, 0.029, 2059.117
57.650, -0.132, 0.164, 1.016, -0.005, 0.007, 2.403, -0.548, 0.538, 1.004, 2.384, 0.560, 0.006, 0.013, 0.093, 0.000, 0.000, 2059.222
57.700, -0.154, 0.187, 1.014, 0.004, 0.004, 2.405, -0.572, 0.562, 1.005, 2.386, 0.561, 0.006, 1.000, 0.945, 1.000, 1.000, 2063.168
57.750, -0.177, 0.211, 1.013, 0.001, -0.011, 2.409, -0.597, 0.585, 1.005, 2.389, 0.562, 0.005, 0.000, 0.000, 0.085, 0.042, 2063.294
57.800, -0.201, 0.235, 1.015, 0.015, -0.004, 2.411, -0.621, 0.608, 1.005, 2.392, 0.562, 0.005, 0.000, 0.103, 0.035, 0.000, 2063.432
57.850, -0.224, 0.259, 1.012, 0.004, 0.001, 2.413, -0.646, 0.630, 1.006, 2.395, 0.562, 0.007, 0.000, 0.067, 0.000, 0.007, 2063.506
57.900, -0.246, 0.284, 1.007, 0.010, -0.000, 2.414, -0.670, 0.653, 1.006, 2.398, 0.562, 0.010, 1.000, 0.945, 1.000, 1.000, 2067.451
57.950, -0.266, 0.308, 1.011, 0.004, -0.002, 2.420, -0.694, 0.675, 1.007, 2.401, 0.564, 0.012, 0.000, 0.078, 0.000, 0.000, 2067.528
58.000, -0.287, 0.332, 1.013, 0.005, -0.003, 2.427, -0.719, 0.698, 1.007, 2.404, 0.565, 0.012, 0.000, 0.059, 0.001, 0.000, 2067.589
58.050, -0.308, 0.356, 1.017, -0.009, -0.001, 2.431, -0.743, 0.720, 1.008, 2.408, 0.567, 0.014, 0.000, 0.059, 0.000, 0.042, 2067.690
58.100, -0.330, 0.379, 1.016, 0.005, 0.001, 2.439, -0.767, 0.742, 1.008, 2.411, 0.568, 0.010, 0.000, 0.057, 0.000, 0.000, 2067.747
58.150, -0.352, 0.402, 1.020, 0.006, 0.006, 2.443, -0.791, 0.763, 1.009, 2.415, 0.569, 0.011, 0.000, 0.089, 0.000, 0.000, 2067.837
58.200, -0.375, 0.425, 1.018, 0.000, 0.006, 2.447, -0.815, 0.785, 1.009, 2.419, 0.569, 0.010, 1.000, 0.942, 1.000, 0.992, 2071.771
58.250, -0.398, 0.448, 1.019, 0.001, -0.005, 2.452, -0.839, 0.806, 1.010, 2.423, 0.568, 0.009, 0.250, 0.178, 0.286, 0.251, 2072.737
58.300, -0.420, 0.472, 1.021, 0.007, -0.004, 2.455, -0.863, 0.827, 1.011, 2.427, 0.568, 0.012, 0.000, 0.086, 0.021, 0.008, 2072.851
58.350, -0.442, 0.494, 1.019, -0.001, 0.010, 2.459, -0.887, 0.848, 1.011, 2.432, 0.568, 0.012, 1.000, 0.972, 0.949, 0.944, 2076.717
58.400, -0.466, 0.517, 1.022, 0.003, -0.010, 2.464, -0.911, 0.868, 1.012, 2.436, 0.567, 0.010, 0.000, 0.000, 0.080, 0.031, 2076.828
58.450, -0.489, 0.539, 1.022, 0.007, -0.001, 2.466, -0.935, 0.888, 1.013, 2.441, 0.566, 0.011, 0.722, 0.721, 0.859, 0.787, 2079.917
58.500, -0.512, 0.561, 1.021, -0.000, -0.000, 2.469, -0.959, 0.908, 1.013, 2.446, 0.566, 0.013, 1.000, 0.919, 0.959, 0.987, 2083.782
58.550, -0.534, 0.583, 1.025, 0.002, 0.001, 2.473, -0.982, 0.928, 1.014, 2.451, 0.566, 0.012, 0.500, 0.397, 0.461, 0.472, 2085.612
58.600, -0.555, 0.605, 1.027, 0.011, -0.010, 2.477, -1.006, 0.948, 1.015, 2.456, 0.566, 0.015, 0.000, 0.075, 0.000, 0.000, 2085.688
58.650, -0.574, 0.627, 1.023, 0.000, -0.003, 2.482, -1.029, 0.967, 1.015, 2.462, 0.568, 0.019, 0.386, 0.344, 0.454, 0.421, 2087.294
58.700, -0.593, 0.650, 1.028, -0.004, -0.004, 2.490, -1.053, 0.986, 1.016, 2.467, 0.570, 0.020, 0.000, 0.000, 0.069, 0.020, 2087.383
58.750, -0.611, 0.671, 1.028, 0.005, -0.002, 2.498, -1.076, 1.005, 1.017, 2.473, 0.572, 0.021, 0.000, 0.065, 0.000, 0.000, 2087.448
58.800, -0.628, 0.692, 1.029, -0.010, 0.007, 2.507, -1.099, 1.023, 1.018, 2.479, 0.576, 0.024, 1.000, 0.894, 0.998, 0.992, 2091.332
58.850, -0.647, 0.713, 1.034, -0.005, 0.009, 2.516, -1.123, 1.041, 1.018, 2.485, 0.578, 0.022, 0.422, 0.323, 0.381, 0.402, 2092.859
58.900, -0.668, 0.733, 1.029, 0.000, -0.006, 2.523, -1.146, 1.059, 1.019, 2.492, 0.578, 0.020, 0.000, 0.000, 0.139, 0.049, 2093.047
58.950, -0.690, 0.754, 1.033, -0.002, 0.001, 2.530, -1.169, 1.076, 1.020, 2.498, 0.577, 0.019, 1.000, 0.942, 1.000, 1.000, 2096.990
59.000, -0.712, 0.775, 1.036, -0.003, 0.006, 2.535, -1.192, 1.094, 1.021, 2.505, 0.576, 0.020, 0.000, 0.085, 0.000, 0.000, 2097.075
59.050, -0.734, 0.796, 1.038, -0.007, 0.002, 2.543, -1.215, 1.111, 1.022, 2.512, 0.575, 0.019, 1.000, 0.957, 0.976, 1.000, 2101.008
59.100, -0.756, 0.816, 1.034, 0.015, -0.007, 2.548, -1.238, 1.127, 1.023, 2.519, 0.573, 0.020, 1.000, 0.949, 1.000, 0.997, 2104.954
59.150, -0.775, 0.838, 1.034, 0.014, -0.004, 2.554, -1.260, 1.144, 1.023, 2.527, 0.574, 0.025, 0.000, 0.063, 0.008, 0.000, 2105.025
59.200, -0.791, 0.859, 1.039, -0.002, 0.000, 2.565, -1.283, 1.160, 1.024, 2.534, 0.576, 0.029, 1.000, 0.947, 1.000, 1.000, 2108.972
59.250, -0.809, 0.880, 1.036, -0.006, 0.005, 2.576, -1.305, 1.175, 1.025, 2.542, 0.577, 0.029, 0.000, 0.059, 0.000, 0.009, 2109.040
59.300, -0.831, 0.901, 1.038, -0.008, -0.001, 2.588, -1.328, 1.191, 1.026, 2.551, 0.576, 0.026, 1.000, 0.915, 0.977, 0.980, 2112.913
59.350, -0.851, 0.920, 1.040, -0.000, -0.002, 2.596, -1.350, 1.206, 1.027, 2.559, 0.576, 0.026, 1.000, 1.000, 0.953, 0.985, 2116.850
59.400, -0.869, 0.939, 1.041, 0.002, 0.002, 2.605, -1.373, 1.221, 1.028, 2.568, 0.577, 0.027, 0.147, 0.119, 0.245, 0.171, 2117.532
59.450, -0.889, 0.958, 1.043, 0.004, 0.004, 2.615, -1.395, 1.235, 1.029, 2.577, 0.576, 0.026, 1.000, 0.995, 0.995, 0.995, 2121.517
59.500, -0.911, 0.977, 1.039, 0.003, -0.007, 2.623, -1.417, 1.249, 1.030, 2.586, 0.574, 0.026, 1.000, 0.946, 1.000, 1.000, 2125.464
59.550, -0.932, 0.996, 1.046, 0.019, 0.006, 2.631, -1.439, 1.263, 1.031, 2.596, 0.573, 0.026, 0.974, 1.000, 0.979, 0.954, 2129.371
59.600, -0.953, 1.014, 1.049, -0.003, 0.004, 2.643, -1.461, 1.276, 1.032, 2.606, 0.572, 0.023, 1.000, 0.926, 0.967, 0.970, 2133.234
59.650, -0.972, 1.033, 1.048, -0.008, -0.004, 2.650, -1.483, 1.289, 1.033, 2.616, 0.571, 0.027, 1.000, 0.949, 0.986, 1.000, 2137.170
59.700, -0.989, 1.051, 1.052, -0.003, 0.004, 2.660, -1.504, 1.301, 1.034, 2.626, 0.573, 0.030, 1.000, 0.951, 1.000, 1.000, 2141.121
59.750, -1.007, 1.069, 1.054, 0.002, -0.001, 2.672, -1.526, 1.314, 1.035, 2.637, 0.574, 0.029, 0.101, 0.062, 0.169, 0.119, 2141.572
59.800, -1.026, 1.088, 1.054, 0.000, 0.000, 2.683, -1.547, 1.326, 1.036, 2.648, 0.573, 0.030, 0.000, 0.067, 0.000, 0.003, 2141.642
59.850, -1.046, 1.105, 1.057, -0.008, -0.001, 2.694, -1.569, 1.337, 1.038, 2.660, 0.572, 0.030, 1.000, 0.944, 0.982, 1.000, 2145.568
59.900, -1.066, 1.122, 1.060, 0.012, -0.005, 2.705, -1.590, 1.348, 1.039, 2.672, 0.571, 0.029, 0.000, 0.064, 0.028, 0.025, 2145.686
59.950, -1.086, 1.139, 1.061, 0.011, -0.003, 2.716, -1.611, 1.359, 1.040, 2.684, 0.569, 0.029, 1.000, 0.951, 1.000, 1.000, 2149.637
