time_seconds,targets_hit,total_targets,drone_x,drone_y,drone_z,drone_roll,drone_pitch,drone_yaw,target_x,target_y,target_z,target_yaw,distance_to_target,yaw_error,is_hitting
6.571,1,2,-0.937,0.947,1.004,-0.026,-0.003,0.463,-1.000,1.000,1.000,0.500,0.083,0.037,1
6.714,2,3,-0.912,0.882,0.998,0.964,0.069,1.162,2.000,-1.500,2.000,1.000,3.894,0.162,0
6.857,2,3,-0.583,0.548,1.059,1.256,-0.851,0.988,2.000,-1.500,2.000,1.000,3.428,0.012,0
7.000,2,3,-0.026,-0.133,1.136,-0.120,0.823,1.165,2.000,-1.500,2.000,1.000,2.592,0.165,0
7.143,2,3,0.592,-0.796,1.269,0.145,-0.388,0.892,2.000,-1.500,2.000,1.000,1.736,0.108,0
7.286,2,3,1.281,-1.496,1.376,0.512,0.584,1.364,2.000,-1.500,2.000,1.000,0.952,0.364,0
7.429,2,3,2.074,-1.996,1.484,-0.261,0.151,1.132,2.000,-1.500,2.000,1.000,0.719,0.132,0
7.571,2,3,2.726,-2.434,1.725,-0.862,-0.041,1.098,2.000,-1.500,2.000,1.000,1.215,0.098,0
7.714,2,3,3.000,-2.669,1.993,-0.926,0.113,0.975,2.000,-1.500,2.000,1.000,1.539,0.025,0
7.857,2,3,2.979,-2.625,2.254,-0.504,0.255,0.933,2.000,-1.500,2.000,1.000,1.512,0.067,0
8.000,2,3,2.847,-2.452,2.348,-0.559,-0.014,0.945,2.000,-1.500,2.000,1.000,1.321,0.055,0
8.143,2,3,2.577,-2.189,2.323,-0.335,-0.178,0.834,2.000,-1.500,2.000,1.000,0.955,0.166,0
8.286,2,3,2.213,-1.901,2.182,-0.258,-0.094,0.800,2.000,-1.500,2.000,1.000,0.489,0.200,0
8.429,2,3,1.830,-1.644,2.118,0.610,0.224,1.014,2.000,-1.500,2.000,1.000,0.252,0.014,1
8.571,2,3,1.599,-1.458,2.056,0.331,-0.073,0.976,2.000,-1.500,2.000,1.000,0.407,0.024,0
8.714,2,3,1.513,-1.395,2.083,0.317,0.111,1.096,2.000,-1.500,2.000,1.000,0.505,0.096,0
8.857,2,3,1.557,-1.364,2.098,0.161,0.080,1.079,2.000,-1.500,2.000,1.000,0.474,0.079,0
9.000,2,3,1.664,-1.335,2.088,0.050,0.017,1.088,2.000,-1.500,2.000,1.000,0.385,0.088,0
9.143,2,3,1.791,-1.309,2.077,-0.026,-0.043,1.092,2.000,-1.500,2.000,1.000,0.293,0.092,1
9.286,2,3,1.901,-1.294,2.065,-0.069,-0.078,1.088,2.000,-1.500,2.000,1.000,0.237,0.088,1
9.429,2,3,1.974,-1.294,2.053,-0.067,-0.084,1.079,2.000,-1.500,2.000,1.000,0.215,0.079,1
9.571,2,3,2.008,-1.309,2.040,-0.049,-0.065,1.070,2.000,-1.500,2.000,1.000,0.195,0.070,1
9.714,2,3,2.013,-1.338,2.036,-0.028,-0.036,1.066,2.000,-1.500,2.000,1.000,0.166,0.066,1
9.857,2,3,2.002,-1.374,2.025,-0.016,-0.004,1.065,2.000,-1.500,2.000,1.000,0.129,0.065,1
10.000,2,3,1.986,-1.408,2.014,-0.009,0.019,1.063,2.000,-1.500,2.000,1.000,0.094,0.063,1
10.143,2,3,1.972,-1.435,2.009,-0.002,0.030,1.062,2.000,-1.500,2.000,1.000,0.071,0.062,1
10.286,2,3,1.963,-1.451,2.011,0.001,0.031,1.058,2.000,-1.500,2.000,1.000,0.062,0.058,1
10.429,2,3,1.960,-1.458,1.999,-0.000,0.023,1.054,2.000,-1.500,2.000,1.000,0.058,0.054,1
10.571,2,3,1.961,-1.456,1.993,-0.003,0.012,1.050,2.000,-1.500,2.000,1.000,0.059,0.050,1
10.714,2,3,1.964,-1.449,1.998,-0.001,0.003,1.048,2.000,-1.500,2.000,1.000,0.062,0.048,1
10.857,2,3,1.967,-1.441,1.999,-0.002,-0.004,1.047,2.000,-1.500,2.000,1.000,0.068,0.047,1
11.000,2,3,1.969,-1.434,2.001,0.000,-0.007,1.047,2.000,-1.500,2.000,1.000,0.073,0.047,1
11.143,3,4,1.969,-1.429,2.002,0.000,-0.009,1.048,-2.000,-1.500,1.800,1.500,3.975,0.452,0
11.286,3,4,1.825,-1.433,1.937,-1.413,-0.569,1.472,-2.000,-1.500,1.800,1.500,3.828,0.028,0
11.429,3,4,1.147,-1.453,1.760,-0.779,-0.332,1.249,-2.000,-1.500,1.800,1.500,3.148,0.251,0
11.571,3,4,-0.014,-1.477,1.630,-0.942,-0.076,1.519,-2.000,-1.500,1.800,1.500,1.993,0.019,0
11.714,3,4,-1.538,-1.494,1.519,0.879,0.273,1.947,-2.000,-1.500,1.800,1.500,0.541,0.447,0
11.857,3,4,-2.714,-1.331,1.329,1.092,-0.041,1.874,-2.000,-1.500,1.800,1.500,0.872,0.374,0
12.000,3,4,-3.147,-0.938,1.124,1.012,-0.191,1.797,-2.000,-1.500,1.800,1.500,1.445,0.297,0
12.143,3,4,-2.910,-0.558,0.977,0.349,-0.639,1.418,-2.000,-1.500,1.800,1.500,1.547,0.082,0
12.286,3,4,-2.439,-0.590,1.042,0.043,-0.379,1.423,-2.000,-1.500,1.800,1.500,1.263,0.077,0
12.429,3,4,-1.993,-0.907,1.329,-0.146,-0.275,1.506,-2.000,-1.500,1.800,1.500,0.758,0.006,0
12.571,3,4,-1.609,-1.289,1.536,-0.360,-0.025,1.498,-2.000,-1.500,1.800,1.500,0.517,0.002,0
12.714,3,4,-1.375,-1.682,1.675,-0.500,0.273,1.418,-2.000,-1.500,1.800,1.500,0.662,0.082,0
12.857,3,4,-1.344,-1.987,1.796,-0.373,0.538,1.417,-2.000,-1.500,1.800,1.500,0.817,0.083,0
13.000,3,4,-1.441,-2.074,1.880,-0.145,0.544,1.473,-2.000,-1.500,1.800,1.500,0.805,0.027,0
13.143,3,4,-1.572,-1.970,1.879,0.027,0.297,1.468,-2.000,-1.500,1.800,1.500,0.641,0.032,0
13.286,3,4,-1.684,-1.774,1.811,0.085,0.018,1.462,-2.000,-1.500,1.800,1.500,0.418,0.038,0
13.429,3,4,-1.764,-1.570,1.766,0.065,-0.110,1.482,-2.000,-1.500,1.800,1.500,0.249,0.018,1
13.571,3,4,-1.819,-1.413,1.755,0.042,-0.158,1.506,-2.000,-1.500,1.800,1.500,0.206,0.006,1
13.714,3,4,-1.858,-1.320,1.741,0.054,-0.154,1.514,-2.000,-1.500,1.800,1.500,0.237,0.014,1
13.857,3,4,-1.878,-1.290,1.738,0.034,-0.089,1.521,-2.000,-1.500,1.800,1.500,0.251,0.021,1
14.000,3,4,-1.886,-1.295,1.731,0.018,-0.035,1.530,-2.000,-1.500,1.800,1.500,0.245,0.030,1
14.143,3,4,-1.888,-1.313,1.729,0.016,0.003,1.536,-2.000,-1.500,1.800,1.500,0.229,0.036,1
14.286,3,4,-1.887,-1.332,1.715,0.005,0.009,1.538,-2.000,-1.500,1.800,1.500,0.219,0.038,1
14.429,3,4,-1.884,-1.346,1.715,0.007,0.020,1.540,-2.000,-1.500,1.800,1.500,0.211,0.040,1
14.571,3,4,-1.880,-1.354,1.710,0.001,0.013,1.541,-2.000,-1.500,1.800,1.500,0.209,0.041,1
14.714,3,4,-1.876,-1.358,1.710,-0.004,0.009,1.539,-2.000,-1.500,1.800,1.500,0.209,0.039,1
14.857,3,4,-1.872,-1.357,1.705,-0.003,0.005,1.538,-2.000,-1.500,1.800,1.500,0.213,0.038,1
15.000,3,4,-1.869,-1.356,1.703,-0.006,0.000,1.539,-2.000,-1.500,1.800,1.500,0.217,0.039,1
15.143,3,4,-1.868,-1.354,1.703,-0.002,-0.004,1.538,-2.000,-1.500,1.800,1.500,0.220,0.038,1
15.286,3,4,-1.866,-1.352,1.701,-0.003,-0.001,1.536,-2.000,-1.500,1.800,1.500,0.223,0.036,1
15.429,4,5,-1.866,-1.350,1.692,-0.118,0.329,1.475,0.000,2.500,1.000,-1.000,4.334,2.475,0
15.571,4,5,-1.783,-1.146,1.526,0.241,-0.344,-0.614,0.000,2.500,1.000,-1.000,4.093,0.386,0
15.714,4,5,-1.574,-0.701,1.132,-1.731,-0.549,0.705,0.000,2.500,1.000,-1.000,3.570,1.705,0
15.857,4,5,-1.434,-0.036,0.550,-0.749,1.015,-0.407,0.000,2.500,1.000,-1.000,2.948,0.593,0
16.000,4,5,0.002,0.003,1.004,-0.583,0.249,-0.100,0.000,2.500,1.000,-1.000,2.497,0.900,0
16.143,4,5,0.103,0.273,1.022,-0.256,-0.564,-0.182,0.000,2.500,1.000,-1.000,2.229,0.818,0
16.286,4,5,0.106,0.855,1.144,-0.186,-0.497,-0.751,0.000,2.500,1.000,-1.000,1.654,0.249,0
16.429,4,5,0.025,1.582,1.202,-0.056,-0.188,-0.828,0.000,2.500,1.000,-1.000,0.941,0.172,0
16.571,4,5,-0.104,2.308,1.140,0.193,0.444,-0.767,0.000,2.500,1.000,-1.000,0.260,0.233,0
16.714,4,5,-0.227,2.840,1.101,0.411,0.449,-0.891,0.000,2.500,1.000,-1.000,0.421,0.109,0
16.857,4,5,-0.333,3.037,1.161,-0.048,0.606,-0.980,0.000,2.500,1.000,-1.000,0.652,0.020,0
17.000,4,5,-0.312,3.005,1.216,0.003,0.349,-1.032,0.000,2.500,1.000,-1.000,0.632,0.032,0
17.143,4,5,-0.237,2.872,1.185,0.038,0.088,-1.096,0.000,2.500,1.000,-1.000,0.478,0.096,0
17.286,4,5,-0.157,2.702,1.133,0.029,-0.074,-1.120,0.000,2.500,1.000,-1.000,0.288,0.120,0
17.429,4,5,-0.097,2.548,1.090,0.022,-0.122,-1.111,0.000,2.500,1.000,-1.000,0.141,0.111,0
17.571,4,5,-0.067,2.436,1.065,-0.030,-0.130,-1.090,0.000,2.500,1.000,-1.000,0.113,0.090,1
17.714,4,5,-0.054,2.374,1.053,-0.033,-0.107,-1.072,0.000,2.500,1.000,-1.000,0.147,0.072,1
17.857,4,5,-0.047,2.351,1.037,-0.051,-0.046,-1.065,0.000,2.500,1.000,-1.000,0.160,0.065,1
18.000,4,5,-0.034,2.356,1.035,-0.032,-0.038,-1.056,0.000,2.500,1.000,-1.000,0.152,0.056,1
18.143,4,5,-0.017,2.375,1.030,-0.003,-0.007,-1.050,0.000,2.500,1.000,-1.000,0.129,0.050,1
18.286,4,5,0.000,2.399,1.027,0.002,0.006,-1.046,0.000,2.500,1.000,-1.000,0.104,0.046,1
18.429,4,5,0.017,2.421,1.028,0.015,0.005,-1.041,0.000,2.500,1.000,-1.000,0.086,0.041,1
18.571,4,5,0.029,2.436,1.025,0.018,0.004,-1.038,0.000,2.500,1.000,-1.000,0.075,0.038,1
18.714,4,5,0.034,2.446,1.028,0.011,0.004,-1.036,0.000,2.500,1.000,-1.000,0.070,0.036,1
18.857,4,5,0.034,2.451,1.024,0.022,0.008,-1.036,0.000,2.500,1.000,-1.000,0.064,0.036,1
19.000,4,5,0.030,2.452,1.027,0.008,-0.001,-1.035,0.000,2.500,1.000,-1.000,0.062,0.035,1
19.143,4,5,0.025,2.452,1.026,-0.005,0.011,-1.033,0.000,2.500,1.000,-1.000,0.060,0.033,1
19.286,4,5,0.021,2.450,1.026,0.006,0.006,-1.034,0.000,2.500,1.000,-1.000,0.060,0.034,1
19.429,4,5,0.018,2.447,1.021,-0.011,0.000,-1.035,0.000,2.500,1.000,-1.000,0.060,0.035,1
19.571,5,6,0.018,2.441,1.031,-0.335,0.977,-1.221,1.500,-2.500,2.200,-0.500,5.289,0.721,0
19.714,5,6,0.123,2.169,0.935,0.181,0.620,-2.052,1.500,-2.500,2.200,-0.500,5.030,1.552,0
19.857,5,6,0.273,1.698,0.634,1.670,-0.222,-0.351,1.500,-2.500,2.200,-0.500,4.645,0.149,0
20.000,5,6,-0.000,-0.001,1.004,0.318,-0.072,0.008,1.500,-2.500,2.200,-0.500,3.151,0.508,0
20.143,5,6,0.129,-0.210,1.070,0.367,0.493,0.076,1.500,-2.500,2.200,-0.500,2.899,0.576,0
20.286,5,6,0.575,-0.770,1.319,0.306,0.256,-0.485,1.500,-2.500,2.200,-0.500,2.150,0.015,0
20.429,5,6,1.094,-1.512,1.608,0.270,0.104,-0.505,1.500,-2.500,2.200,-0.500,1.221,0.005,0
20.571,5,6,1.563,-2.278,1.785,-0.135,-0.617,-0.303,1.500,-2.500,2.200,-0.500,0.475,0.197,0
20.714,5,6,1.865,-2.955,1.907,-0.199,-0.519,-0.189,1.500,-2.500,2.200,-0.500,0.653,0.311,0
20.857,5,6,1.984,-3.470,2.023,-0.398,-0.449,-0.234,1.500,-2.500,2.200,-0.500,1.098,0.266,0
21.000,5,6,1.905,-3.671,2.208,-0.386,-0.225,-0.415,1.500,-2.500,2.200,-0.500,1.239,0.085,0
21.143,5,6,1.760,-3.611,2.360,-0.212,-0.312,-0.361,1.500,-2.500,2.200,-0.500,1.152,0.139,0
21.286,5,6,1.580,-3.368,2.410,-0.255,-0.411,-0.404,1.500,-2.500,2.200,-0.500,0.896,0.096,0
21.429,5,6,1.342,-2.984,2.363,0.013,-0.003,-0.414,1.500,-2.500,2.200,-0.500,0.535,0.086,0
21.571,5,6,1.112,-2.573,2.303,0.241,0.205,-0.459,1.500,-2.500,2.200,-0.500,0.408,0.041,0
21.714,5,6,0.944,-2.228,2.300,-0.014,0.361,-0.447,1.500,-2.500,2.200,-0.500,0.627,0.053,0
21.857,5,6,0.926,-1.994,2.359,0.080,0.370,-0.498,1.500,-2.500,2.200,-0.500,0.782,0.002,0
22.000,5,6,1.025,-1.878,2.425,0.222,0.366,-0.508,1.500,-2.500,2.200,-0.500,0.814,0.008,0
22.143,5,6,1.198,-1.900,2.455,0.227,0.176,-0.517,1.500,-2.500,2.200,-0.500,0.718,0.017,0
22.286,5,6,1.381,-2.026,2.417,0.079,-0.071,-0.481,1.500,-2.500,2.200,-0.500,0.535,0.019,0
22.429,5,6,1.525,-2.200,2.360,-0.029,-0.180,-0.412,1.500,-2.500,2.200,-0.500,0.341,0.088,0
22.571,5,6,1.608,-2.359,2.311,-0.052,-0.161,-0.383,1.500,-2.500,2.200,-0.500,0.210,0.117,0
22.714,5,6,1.624,-2.453,2.276,0.052,-0.114,-0.399,1.500,-2.500,2.200,-0.500,0.152,0.101,0
22.857,5,6,1.590,-2.482,2.256,0.063,-0.119,-0.402,1.500,-2.500,2.200,-0.500,0.107,0.098,1
23.000,5,6,1.524,-2.462,2.235,-0.036,-0.110,-0.414,1.500,-2.500,2.200,-0.500,0.057,0.086,1
23.143,5,6,1.445,-2.405,2.230,-0.115,0.002,-0.439,1.500,-2.500,2.200,-0.500,0.114,0.061,1
23.286,5,6,1.376,-2.330,2.232,-0.047,0.081,-0.451,1.500,-2.500,2.200,-0.500,0.212,0.049,1
23.429,5,6,1.331,-2.262,2.238,0.015,0.116,-0.455,1.500,-2.500,2.200,-0.500,0.294,0.045,1
23.571,5,6,1.317,-2.215,2.248,0.070,0.111,-0.464,1.500,-2.500,2.200,-0.500,0.342,0.036,0
23.714,5,6,1.329,-2.195,2.254,0.106,0.111,-0.459,1.500,-2.500,2.200,-0.500,0.353,0.041,0
23.857,5,6,1.362,-2.203,2.260,0.164,0.049,-0.455,1.500,-2.500,2.200,-0.500,0.333,0.045,0
24.000,5,6,1.399,-2.234,2.245,0.196,0.027,-0.432,1.500,-2.500,2.200,-0.500,0.288,0.068,1
24.143,5,6,1.425,-2.276,2.235,0.152,-0.036,-0.417,1.500,-2.500,2.200,-0.500,0.239,0.083,1
24.286,5,6,1.437,-2.318,2.231,0.027,-0.028,-0.411,1.500,-2.500,2.200,-0.500,0.195,0.089,1
24.429,5,6,1.446,-2.346,2.230,-0.091,-0.087,-0.410,1.500,-2.500,2.200,-0.500,0.166,0.090,1
24.571,5,6,1.449,-2.356,2.231,-0.104,-0.074,-0.410,1.500,-2.500,2.200,-0.500,0.155,0.090,1
24.714,5,6,1.447,-2.359,2.225,-0.182,-0.066,-0.417,1.500,-2.500,2.200,-0.500,0.153,0.083,1
24.857,5,6,1.438,-2.345,2.224,-0.154,0.001,-0.431,1.500,-2.500,2.200,-0.500,0.168,0.069,1
25.000,5,6,1.424,-2.329,2.220,-0.171,-0.015,-0.440,1.500,-2.500,2.200,-0.500,0.188,0.060,1
25.143,5,6,1.407,-2.305,2.225,-0.170,0.027,-0.446,1.500,-2.500,2.200,-0.500,0.218,0.054,1
25.286,5,6,1.395,-2.279,2.228,-0.109,0.030,-0.446,1.500,-2.500,2.200,-0.500,0.246,0.054,1
25.429,5,6,1.391,-2.259,2.224,-0.104,0.063,-0.445,1.500,-2.500,2.200,-0.500,0.266,0.055,1
25.571,5,6,1.393,-2.255,2.227,-0.065,0.013,-0.443,1.500,-2.500,2.200,-0.500,0.268,0.057,1
25.714,5,6,1.401,-2.262,2.229,-0.135,0.027,-0.440,1.500,-2.500,2.200,-0.500,0.259,0.060,1
25.857,5,6,1.413,-2.271,2.228,-0.149,0.027,-0.432,1.500,-2.500,2.200,-0.500,0.247,0.068,1
26.000,6,7,1.422,-2.277,2.219,-0.373,-0.168,-0.333,-1.500,2.000,1.400,0.800,5.244,1.133,0
26.143,6,7,1.267,-2.077,2.016,-0.532,-0.529,0.518,-1.500,2.000,1.400,0.800,4.966,0.282,0
26.286,6,7,0.783,-1.533,1.692,-0.431,-0.214,0.930,-1.500,2.000,1.400,0.800,4.216,0.130,0
26.429,6,7,0.192,-0.736,1.318,-1.526,1.072,-0.280,-1.500,2.000,1.400,0.800,3.218,1.080,0
26.571,6,7,-0.283,0.300,0.808,-0.123,-0.478,0.447,-1.500,2.000,1.400,0.800,2.173,0.353,0
26.714,6,7,-0.848,1.186,0.536,0.675,0.612,1.139,-1.500,2.000,1.400,0.800,1.354,0.339,0
26.857,6,7,-1.082,2.101,0.461,0.300,-0.051,1.085,-1.500,2.000,1.400,0.800,1.033,0.285,0
27.000,6,7,-1.117,2.995,0.655,0.396,-0.197,1.084,-1.500,2.000,1.400,0.800,1.301,0.284,0
27.143,6,7,-1.042,3.645,0.965,0.495,-0.693,0.869,-1.500,2.000,1.400,0.800,1.762,0.069,0
27.286,6,7,-0.958,3.788,1.385,0.263,-0.707,0.921,-1.500,2.000,1.400,0.800,1.869,0.121,0
27.429,6,7,-0.932,3.651,1.696,0.073,-0.662,0.981,-1.500,2.000,1.400,0.800,1.770,0.181,0
27.571,6,7,-0.994,3.340,1.861,-0.036,-0.540,0.959,-1.500,2.000,1.400,0.800,1.505,0.159,0
27.714,6,7,-1.154,2.917,1.866,-0.139,-0.351,0.893,-1.500,2.000,1.400,0.800,1.085,0.093,0
27.857,6,7,-1.415,2.447,1.752,-0.269,0.011,0.765,-1.500,2.000,1.400,0.800,0.575,0.035,0
28.000,6,7,-1.736,2.055,1.628,-0.185,0.392,0.706,-1.500,2.000,1.400,0.800,0.333,0.094,0
28.143,6,7,-1.964,1.858,1.601,0.081,0.551,0.766,-1.500,2.000,1.400,0.800,0.525,0.034,0
28.286,6,7,-1.994,1.807,1.612,0.166,0.357,0.774,-1.500,2.000,1.400,0.800,0.571,0.026,0
28.429,6,7,-1.887,1.806,1.590,0.062,0.136,0.750,-1.500,2.000,1.400,0.800,0.473,0.050,0
28.571,6,7,-1.728,1.824,1.550,-0.026,-0.032,0.747,-1.500,2.000,1.400,0.800,0.325,0.053,0
28.714,6,7,-1.583,1.846,1.511,-0.072,-0.083,0.736,-1.500,2.000,1.400,0.800,0.208,0.064,1
28.857,6,7,-1.480,1.866,1.481,-0.101,-0.107,0.732,-1.500,2.000,1.400,0.800,0.159,0.068,1
29.000,6,7,-1.428,1.884,1.455,-0.042,-0.067,0.732,-1.500,2.000,1.400,0.800,0.147,0.068,1
29.143,6,7,-1.408,1.897,1.445,-0.034,-0.044,0.739,-1.500,2.000,1.400,0.800,0.145,0.061,1
29.286,6,7,-1.406,1.906,1.438,0.003,-0.022,0.750,-1.500,2.000,1.400,0.800,0.138,0.050,1
29.429,6,7,-1.410,1.914,1.432,0.023,-0.013,0.756,-1.500,2.000,1.400,0.800,0.128,0.044,1
29.571,6,7,-1.416,1.920,1.423,0.000,-0.030,0.753,-1.500,2.000,1.400,0.800,0.118,0.047,1
29.714,6,7,-1.425,1.927,1.404,0.018,-0.005,0.750,-1.500,2.000,1.400,0.800,0.105,0.050,1
29.857,6,7,-1.431,1.928,1.409,0.035,-0.002,0.755,-1.500,2.000,1.400,0.800,0.100,0.045,1
