time_seconds,targets_hit,total_targets,drone_x,drone_y,drone_z,drone_roll,drone_pitch,drone_yaw,target_x,target_y,target_z,target_yaw,distance_to_target,yaw_error,is_hitting
3.000,0,1,0.999,1.086,1.517,0.024,-0.001,-0.023,1.000,1.000,1.500,0.000,0.088,0.023,1
3.143,0,1,0.979,1.077,1.514,0.012,0.007,-0.021,1.000,1.000,1.500,0.000,0.081,0.021,1
3.286,0,1,0.964,1.064,1.513,-0.005,0.021,-0.024,1.000,1.000,1.500,0.000,0.075,0.024,1
3.429,0,1,0.956,1.052,1.512,-0.008,0.023,-0.026,1.000,1.000,1.500,0.000,0.069,0.026,1
3.571,1,2,0.875,1.040,1.512,-0.050,-0.883,0.598,-1.000,1.000,1.000,0.500,1.944,0.098,0
3.714,1,2,0.419,0.935,1.548,-0.596,-0.060,0.382,-1.000,1.000,1.000,0.500,1.523,0.118,0
3.857,1,2,-0.138,0.875,1.438,-0.171,-0.087,0.547,-1.000,1.000,1.000,0.500,0.975,0.047,0
4.000,1,2,-0.735,0.864,1.299,0.109,0.246,0.583,-1.000,1.000,1.000,0.500,0.422,0.083,0
4.143,1,2,-1.198,0.883,1.209,0.194,0.531,0.604,-1.000,1.000,1.000,0.500,0.311,0.104,0
4.286,1,2,-1.391,0.961,1.191,0.255,0.426,0.523,-1.000,1.000,1.000,0.500,0.437,0.023,0
4.429,1,2,-1.374,1.034,1.185,0.188,0.179,0.445,-1.000,1.000,1.000,0.500,0.419,0.055,0
4.571,1,2,-1.256,1.068,1.161,0.102,0.018,0.458,-1.000,1.000,1.000,0.500,0.310,0.042,0
4.714,1,2,-1.115,1.071,1.130,0.036,-0.082,0.461,-1.000,1.000,1.000,0.500,0.188,0.039,1
4.857,1,2,-0.995,1.049,1.100,-0.015,-0.116,0.460,-1.000,1.000,1.000,0.500,0.111,0.040,1
5.000,1,2,-0.917,1.012,1.074,-0.060,-0.089,0.458,-1.000,1.000,1.000,0.500,0.113,0.042,1
5.143,1,2,-0.880,0.980,1.063,-0.036,-0.071,0.460,-1.000,1.000,1.000,0.500,0.137,0.040,1
5.286,1,2,-0.874,0.952,1.054,-0.046,-0.026,0.456,-1.000,1.000,1.000,0.500,0.145,0.044,1
5.429,1,2,-0.886,0.932,1.044,-0.045,0.001,0.458,-1.000,1.000,1.000,0.500,0.140,0.042,1
5.571,1,2,-0.903,0.923,1.035,-0.005,-0.002,0.461,-1.000,1.000,1.000,0.500,0.128,0.039,1
5.714,1,2,-0.922,0.919,1.038,-0.014,-0.003,0.455,-1.000,1.000,1.000,0.500,0.119,0.045,1
5.857,1,2,-0.939,0.921,1.036,-0.015,0.038,0.464,-1.000,1.000,1.000,0.500,0.106,0.036,1
6.000,1,2,-0.948,0.929,1.020,0.015,0.006,0.462,-1.000,1.000,1.000,0.500,0.090,0.038,1
6.143,1,2,-0.953,0.933,1.028,-0.050,0.021,0.465,-1.000,1.000,1.000,0.500,0.087,0.035,1
6.286,1,2,-0.953,0.940,1.034,0.002,-0.013,0.470,-1.000,1.000,1.000,0.500,0.083,0.030,1
6.429,1,2,-0.955,0.948,1.035,-0.022,0.012,0.476,-1.000,1.000,1.000,0.500,0.077,0.024,1
6.571,1,2,-0.957,0.957,1.013,0.019,0.007,0.461,-1.000,1.000,1.000,0.500,0.062,0.039,1
6.714,2,3,-0.918,0.873,1.045,0.734,0.215,1.287,2.000,-1.500,2.000,1.000,3.881,0.287,0
6.857,2,3,-0.556,0.513,1.148,0.904,-0.790,1.070,2.000,-1.500,2.000,1.000,3.363,0.070,0
7.000,2,3,-0.001,-0.211,1.309,0.155,0.087,1.397,2.000,-1.500,2.000,1.000,2.479,0.397,0
7.143,2,3,0.612,-1.093,1.560,-0.050,0.056,1.187,2.000,-1.500,2.000,1.000,1.512,0.187,0
7.286,2,3,1.277,-1.901,1.835,0.484,0.362,1.124,2.000,-1.500,2.000,1.000,0.843,0.124,0
7.429,2,3,1.975,-2.494,1.991,-0.552,0.380,0.992,2.000,-1.500,2.000,1.000,0.994,0.008,0
7.571,2,3,2.532,-2.859,2.161,-0.596,0.429,0.879,2.000,-1.500,2.000,1.000,1.469,0.121,0
7.714,2,3,2.854,-2.795,2.422,-0.730,0.368,1.051,2.000,-1.500,2.000,1.000,1.607,0.051,0
7.857,2,3,2.999,-2.494,2.569,-0.707,-0.122,1.122,2.000,-1.500,2.000,1.000,1.520,0.122,0
8.000,2,3,2.938,-2.151,2.561,-0.786,-0.654,1.070,2.000,-1.500,2.000,1.000,1.272,0.070,0
8.143,2,3,2.484,-1.861,2.488,0.243,-0.281,0.866,2.000,-1.500,2.000,1.000,0.776,0.134,0
8.286,2,3,2.018,-1.630,2.282,0.054,0.073,1.019,2.000,-1.500,2.000,1.000,0.311,0.019,0
8.429,2,3,1.664,-1.440,2.182,0.419,-0.047,1.012,2.000,-1.500,2.000,1.000,0.387,0.012,0
8.571,2,3,1.504,-1.366,2.165,0.427,0.090,1.118,2.000,-1.500,2.000,1.000,0.540,0.118,0
8.714,2,3,1.509,-1.349,2.171,0.217,0.117,1.101,2.000,-1.500,2.000,1.000,0.541,0.101,0
8.857,2,3,1.603,-1.333,2.147,0.097,0.051,1.094,2.000,-1.500,2.000,1.000,0.455,0.094,0
9.000,2,3,1.736,-1.314,2.115,-0.003,-0.018,1.097,2.000,-1.500,2.000,1.000,0.342,0.097,0
9.143,2,3,1.865,-1.300,2.087,-0.071,-0.066,1.093,2.000,-1.500,2.000,1.000,0.257,0.093,1
9.286,2,3,1.958,-1.296,2.065,-0.084,-0.085,1.084,2.000,-1.500,2.000,1.000,0.218,0.084,1
9.429,2,3,2.007,-1.306,2.054,-0.064,-0.074,1.073,2.000,-1.500,2.000,1.000,0.202,0.073,1
9.571,2,3,2.020,-1.330,2.047,-0.036,-0.049,1.066,2.000,-1.500,2.000,1.000,0.178,0.066,1
9.714,2,3,2.013,-1.363,2.028,-0.017,-0.015,1.062,2.000,-1.500,2.000,1.000,0.140,0.062,1
9.857,2,3,1.996,-1.399,2.013,-0.005,0.013,1.062,2.000,-1.500,2.000,1.000,0.102,0.062,1
10.000,2,3,1.979,-1.429,2.010,-0.000,0.031,1.061,2.000,-1.500,2.000,1.000,0.075,0.061,1
10.143,2,3,1.967,-1.448,2.007,0.001,0.032,1.059,2.000,-1.500,2.000,1.000,0.062,0.059,1
10.286,2,3,1.961,-1.457,2.003,-0.000,0.027,1.054,2.000,-1.500,2.000,1.000,0.058,0.054,1
10.429,2,3,1.960,-1.457,1.999,-0.001,0.017,1.051,2.000,-1.500,2.000,1.000,0.059,0.051,1
10.571,2,3,1.962,-1.451,2.002,-0.001,0.006,1.048,2.000,-1.500,2.000,1.000,0.062,0.048,1
10.714,2,3,1.965,-1.443,2.001,0.003,-0.003,1.048,2.000,-1.500,2.000,1.000,0.067,0.048,1
10.857,2,3,1.966,-1.435,1.998,0.003,-0.005,1.048,2.000,-1.500,2.000,1.000,0.073,0.048,1
11.000,2,3,1.967,-1.430,1.993,0.001,-0.008,1.049,2.000,-1.500,2.000,1.000,0.077,0.049,1
11.143,3,4,1.956,-1.429,2.004,-1.198,-0.485,1.421,-2.000,-1.500,1.800,1.500,3.962,0.079,0
11.286,3,4,1.535,-1.443,1.896,-0.539,-0.235,1.146,-2.000,-1.500,1.800,1.500,3.537,0.354,0
11.429,3,4,0.624,-1.459,1.854,-1.190,-0.225,1.482,-2.000,-1.500,1.800,1.500,2.625,0.018,0
11.571,3,4,-0.773,-1.475,1.791,0.023,0.235,1.649,-2.000,-1.500,1.800,1.500,1.227,0.149,0
11.714,3,4,-2.181,-1.425,1.612,1.315,0.233,1.895,-2.000,-1.500,1.800,1.500,0.271,0.395,0
11.857,3,4,-2.889,-1.138,1.301,1.111,-0.103,1.674,-2.000,-1.500,1.800,1.500,1.082,0.174,0
12.000,3,4,-2.872,-0.834,1.007,0.501,-0.514,1.438,-2.000,-1.500,1.800,1.500,1.354,0.062,0
12.143,3,4,-2.532,-0.844,0.948,0.014,-0.212,1.495,-2.000,-1.500,1.800,1.500,1.200,0.005,0
12.286,3,4,-2.185,-1.063,1.203,-0.071,-0.059,1.570,-2.000,-1.500,1.800,1.500,0.763,0.070,0
12.429,3,4,-1.864,-1.303,1.402,-0.275,0.000,1.619,-2.000,-1.500,1.800,1.500,0.465,0.119,0
12.571,3,4,-1.638,-1.513,1.551,-0.312,0.267,1.546,-2.000,-1.500,1.800,1.500,0.440,0.046,0
12.714,3,4,-1.533,-1.632,1.657,-0.295,0.307,1.546,-2.000,-1.500,1.800,1.500,0.506,0.046,0
12.857,3,4,-1.529,-1.645,1.707,-0.162,0.200,1.541,-2.000,-1.500,1.800,1.500,0.502,0.041,0
13.000,3,4,-1.584,-1.585,1.718,-0.055,0.062,1.518,-2.000,-1.500,1.800,1.500,0.433,0.018,0
13.143,3,4,-1.660,-1.500,1.710,0.009,-0.025,1.501,-2.000,-1.500,1.800,1.500,0.352,0.001,0
13.286,3,4,-1.735,-1.425,1.699,0.040,-0.060,1.501,-2.000,-1.500,1.800,1.500,0.294,0.001,1
13.429,3,4,-1.796,-1.374,1.699,0.051,-0.064,1.506,-2.000,-1.500,1.800,1.500,0.260,0.006,1
13.571,3,4,-1.840,-1.347,1.699,0.047,-0.045,1.517,-2.000,-1.500,1.800,1.500,0.243,0.017,1
13.714,3,4,-1.868,-1.338,1.703,0.035,-0.014,1.526,-2.000,-1.500,1.800,1.500,0.231,0.026,1
13.857,3,4,-1.881,-1.337,1.697,0.023,-0.013,1.532,-2.000,-1.500,1.800,1.500,0.227,0.032,1
14.000,3,4,-1.886,-1.341,1.705,0.010,-0.001,1.535,-2.000,-1.500,1.800,1.500,0.218,0.035,1
14.143,3,4,-1.885,-1.346,1.706,0.003,0.002,1.537,-2.000,-1.500,1.800,1.500,0.214,0.037,1
14.286,3,4,-1.882,-1.351,1.700,0.001,0.006,1.538,-2.000,-1.500,1.800,1.500,0.215,0.038,1
14.429,3,4,-1.878,-1.352,1.702,0.000,0.006,1.539,-2.000,-1.500,1.800,1.500,0.215,0.039,1
14.571,3,4,-1.874,-1.352,1.705,-0.003,-0.000,1.538,-2.000,-1.500,1.800,1.500,0.217,0.038,1
14.714,3,4,-1.870,-1.350,1.706,-0.004,-0.003,1.539,-2.000,-1.500,1.800,1.500,0.220,0.039,1
14.857,3,4,-1.867,-1.349,1.704,-0.003,0.000,1.537,-2.000,-1.500,1.800,1.500,0.223,0.037,1
15.000,3,4,-1.866,-1.349,1.706,-0.005,-0.003,1.536,-2.000,-1.500,1.800,1.500,0.224,0.036,1
15.143,3,4,-1.865,-1.348,1.702,-0.002,-0.002,1.536,-2.000,-1.500,1.800,1.500,0.226,0.036,1
15.286,4,5,-1.865,-1.349,1.708,0.001,-0.000,1.535,0.000,2.500,1.000,-1.000,4.335,2.535,0
15.429,4,5,-1.824,-1.205,1.636,-0.496,0.416,-0.662,0.000,2.500,1.000,-1.000,4.178,0.338,0
15.571,4,5,-1.631,-0.819,1.319,-2.176,-0.652,0.143,0.000,2.500,1.000,-1.000,3.712,1.143,0
15.714,4,5,-1.485,-0.147,0.756,-0.103,0.632,0.181,0.000,2.500,1.000,-1.000,3.045,1.181,0
15.857,4,5,-1.158,0.565,0.266,1.038,-1.055,-1.600,0.000,2.500,1.000,-1.000,2.371,0.600,0
16.000,4,5,0.009,0.075,0.980,-1.041,-0.009,-0.388,0.000,2.500,1.000,-1.000,2.425,0.612,0
16.143,4,5,0.031,0.511,0.974,-0.338,-0.530,-0.593,0.000,2.500,1.000,-1.000,1.989,0.407,0
16.286,4,5,-0.136,1.264,1.109,-0.236,-0.222,-0.837,0.000,2.500,1.000,-1.000,1.248,0.163,0
16.429,4,5,-0.364,2.109,1.074,0.298,0.304,-0.845,0.000,2.500,1.000,-1.000,0.540,0.155,0
16.571,4,5,-0.527,2.671,1.030,0.001,0.642,-0.847,0.000,2.500,1.000,-1.000,0.555,0.153,0
16.714,4,5,-0.448,2.872,1.106,0.096,0.519,-0.982,0.000,2.500,1.000,-1.000,0.592,0.018,0
16.857,4,5,-0.272,2.907,1.147,0.143,0.271,-1.070,0.000,2.500,1.000,-1.000,0.511,0.070,0
17.000,4,5,-0.095,2.836,1.130,0.187,0.034,-1.125,0.000,2.500,1.000,-1.000,0.373,0.125,0
17.143,4,5,0.024,2.721,1.101,0.173,-0.066,-1.119,0.000,2.500,1.000,-1.000,0.244,0.119,0
17.286,4,5,0.068,2.597,1.081,0.103,-0.099,-1.084,0.000,2.500,1.000,-1.000,0.143,0.084,1
17.429,4,5,0.057,2.490,1.055,0.020,-0.114,-1.061,0.000,2.500,1.000,-1.000,0.080,0.061,1
17.571,4,5,0.020,2.421,1.041,-0.060,-0.077,-1.051,0.000,2.500,1.000,-1.000,0.091,0.051,1
17.714,4,5,-0.015,2.391,1.035,-0.075,-0.038,-1.048,0.000,2.500,1.000,-1.000,0.116,0.048,1
17.857,4,5,-0.034,2.386,1.029,-0.064,-0.008,-1.044,0.000,2.500,1.000,-1.000,0.123,0.044,1
18.000,4,5,-0.035,2.396,1.028,-0.034,-0.001,-1.043,0.000,2.500,1.000,-1.000,0.113,0.043,1
18.143,4,5,-0.023,2.412,1.028,-0.008,0.006,-1.044,0.000,2.500,1.000,-1.000,0.095,0.044,1
18.286,4,5,-0.007,2.428,1.021,0.030,0.004,-1.044,0.000,2.500,1.000,-1.000,0.075,0.044,1
18.429,4,5,0.009,2.439,1.022,0.008,-0.003,-1.040,0.000,2.500,1.000,-1.000,0.065,0.040,1
18.571,4,5,0.020,2.446,1.021,0.014,0.009,-1.038,0.000,2.500,1.000,-1.000,0.062,0.038,1
18.714,4,5,0.025,2.448,1.017,0.011,-0.008,-1.037,0.000,2.500,1.000,-1.000,0.061,0.037,1
18.857,4,5,0.025,2.448,1.020,0.015,0.004,-1.036,0.000,2.500,1.000,-1.000,0.061,0.036,1
19.000,4,5,0.022,2.447,1.020,-0.005,-0.004,-1.034,0.000,2.500,1.000,-1.000,0.061,0.034,1
19.143,4,5,0.019,2.446,1.023,-0.002,0.002,-1.035,0.000,2.500,1.000,-1.000,0.061,0.035,1
19.286,5,6,0.017,2.445,1.024,-0.105,0.520,-1.081,1.500,-2.500,2.200,-0.500,5.294,0.581,0
19.429,5,6,0.121,2.208,0.931,0.662,0.668,-2.162,1.500,-2.500,2.200,-0.500,5.067,1.662,0
19.571,5,6,0.238,1.783,0.603,0.977,-0.278,0.276,1.500,-2.500,2.200,-0.500,4.742,0.776,0
19.714,5,6,0.002,0.001,0.998,0.034,0.449,-0.111,1.500,-2.500,2.200,-0.500,3.153,0.389,0
19.857,5,6,0.149,-0.210,1.007,-0.227,0.509,-0.575,1.500,-2.500,2.200,-0.500,2.914,0.075,0
20.000,5,6,0.479,-0.679,1.158,0.118,0.640,-0.616,1.500,-2.500,2.200,-0.500,2.333,0.116,0
20.143,5,6,0.912,-1.377,1.473,0.234,0.173,-0.548,1.500,-2.500,2.200,-0.500,1.461,0.048,0
20.286,5,6,1.322,-2.107,1.645,-0.002,-0.222,-0.347,1.500,-2.500,2.200,-0.500,0.703,0.153,0
20.429,5,6,1.658,-2.796,1.782,-0.164,-0.486,-0.217,1.500,-2.500,2.200,-0.500,0.536,0.283,0
20.571,5,6,1.852,-3.355,1.919,-0.600,-0.586,-0.083,1.500,-2.500,2.200,-0.500,0.966,0.417,0
20.714,5,6,1.867,-3.622,2.093,-0.692,-0.433,-0.201,1.500,-2.500,2.200,-0.500,1.186,0.299,0
20.857,5,6,1.792,-3.582,2.282,-0.619,-0.356,-0.339,1.500,-2.500,2.200,-0.500,1.124,0.161,0
21.000,5,6,1.669,-3.353,2.370,-0.271,-0.348,-0.424,1.500,-2.500,2.200,-0.500,0.886,0.076,0
21.143,5,6,1.470,-2.998,2.371,0.162,-0.161,-0.459,1.500,-2.500,2.200,-0.500,0.528,0.041,0
21.286,5,6,1.227,-2.619,2.299,-0.139,0.091,-0.483,1.500,-2.500,2.200,-0.500,0.314,0.017,0
21.429,5,6,1.037,-2.278,2.283,0.016,0.397,-0.434,1.500,-2.500,2.200,-0.500,0.520,0.066,0
21.571,5,6,0.970,-2.049,2.313,0.058,0.340,-0.492,1.500,-2.500,2.200,-0.500,0.705,0.008,0
21.714,5,6,1.027,-1.925,2.381,0.172,0.355,-0.502,1.500,-2.500,2.200,-0.500,0.766,0.002,0
21.857,5,6,1.166,-1.923,2.423,0.224,0.237,-0.505,1.500,-2.500,2.200,-0.500,0.703,0.005,0
22.000,5,6,1.335,-2.023,2.400,0.159,-0.022,-0.480,1.500,-2.500,2.200,-0.500,0.543,0.020,0
22.143,5,6,1.474,-2.171,2.345,0.097,-0.130,-0.432,1.500,-2.500,2.200,-0.500,0.360,0.068,0
22.286,5,6,1.556,-2.318,2.303,-0.006,-0.151,-0.409,1.500,-2.500,2.200,-0.500,0.216,0.091,1
22.429,5,6,1.582,-2.424,2.266,-0.156,-0.212,-0.395,1.500,-2.500,2.200,-0.500,0.129,0.105,0
22.571,5,6,1.558,-2.465,2.245,-0.234,-0.140,-0.411,1.500,-2.500,2.200,-0.500,0.082,0.089,1
22.714,5,6,1.507,-2.448,2.236,-0.193,-0.038,-0.418,1.500,-2.500,2.200,-0.500,0.063,0.082,1
22.857,5,6,1.444,-2.400,2.223,-0.093,0.037,-0.432,1.500,-2.500,2.200,-0.500,0.117,0.068,1
23.000,5,6,1.390,-2.335,2.225,0.055,0.054,-0.445,1.500,-2.500,2.200,-0.500,0.200,0.055,1
23.143,5,6,1.351,-2.272,2.233,0.081,0.086,-0.454,1.500,-2.500,2.200,-0.500,0.274,0.046,1
23.286,5,6,1.334,-2.225,2.246,0.079,0.075,-0.462,1.500,-2.500,2.200,-0.500,0.324,0.038,0
23.429,5,6,1.341,-2.200,2.260,0.047,0.053,-0.466,1.500,-2.500,2.200,-0.500,0.345,0.034,0
23.571,5,6,1.365,-2.200,2.263,-0.044,0.019,-0.455,1.500,-2.500,2.200,-0.500,0.335,0.045,0
23.714,5,6,1.398,-2.223,2.254,-0.064,-0.052,-0.439,1.500,-2.500,2.200,-0.500,0.300,0.061,0
23.857,5,6,1.426,-2.259,2.244,-0.077,-0.092,-0.411,1.500,-2.500,2.200,-0.500,0.255,0.089,1
24.000,5,6,1.445,-2.301,2.235,-0.181,-0.051,-0.414,1.500,-2.500,2.200,-0.500,0.210,0.086,1
24.143,5,6,1.456,-2.328,2.231,-0.191,-0.026,-0.418,1.500,-2.500,2.200,-0.500,0.181,0.082,1
24.286,5,6,1.458,-2.343,2.230,-0.154,-0.012,-0.411,1.500,-2.500,2.200,-0.500,0.165,0.089,1
24.429,5,6,1.445,-2.346,2.224,-0.082,0.051,-0.412,1.500,-2.500,2.200,-0.500,0.165,0.088,1
24.571,5,6,1.429,-2.335,2.217,0.098,0.013,-0.415,1.500,-2.500,2.200,-0.500,0.180,0.085,1
24.714,5,6,1.414,-2.322,2.226,0.083,0.027,-0.431,1.500,-2.500,2.200,-0.500,0.199,0.069,1
24.857,5,6,1.405,-2.302,2.225,0.132,0.020,-0.435,1.500,-2.500,2.200,-0.500,0.221,0.065,1
25.000,5,6,1.399,-2.285,2.221,0.086,0.006,-0.439,1.500,-2.500,2.200,-0.500,0.238,0.061,1
25.143,5,6,1.399,-2.276,2.219,0.068,-0.022,-0.440,1.500,-2.500,2.200,-0.500,0.246,0.060,1
25.286,5,6,1.405,-2.277,2.226,0.027,-0.005,-0.445,1.500,-2.500,2.200,-0.500,0.244,0.055,1
25.429,5,6,1.417,-2.282,2.228,-0.079,-0.028,-0.445,1.500,-2.500,2.200,-0.500,0.235,0.055,1
25.571,5,6,1.426,-2.290,2.222,-0.150,-0.069,-0.427,1.500,-2.500,2.200,-0.500,0.224,0.073,1
25.714,5,6,1.428,-2.298,2.221,-0.153,-0.042,-0.413,1.500,-2.500,2.200,-0.500,0.216,0.087,1
25.857,6,7,1.375,-2.228,2.136,-2.089,-0.973,0.808,-1.500,2.000,1.400,0.800,5.166,0.008,0
26.000,6,7,1.003,-1.864,1.751,-1.383,-0.163,0.236,-1.500,2.000,1.400,0.800,4.617,0.564,0
26.143,6,7,0.367,-1.266,1.287,0.243,0.709,1.409,-1.500,2.000,1.400,0.800,3.763,0.609,0
26.286,6,7,-0.236,-0.387,0.702,1.496,0.974,-2.905,-1.500,2.000,1.400,0.800,2.790,2.578,0
26.429,6,7,-0.006,0.008,0.998,-0.842,-0.416,0.322,-1.500,2.000,1.400,0.800,2.522,0.478,0
26.571,6,7,-0.241,0.232,1.060,-0.364,-0.082,0.464,-1.500,2.000,1.400,0.800,2.197,0.336,0
26.714,6,7,-0.657,0.630,1.221,-0.197,-0.045,0.601,-1.500,2.000,1.400,0.800,1.618,0.199,0
26.857,6,7,-1.113,1.084,1.247,0.080,0.300,0.635,-1.500,2.000,1.400,0.800,1.006,0.165,0
27.000,6,7,-1.543,1.525,1.111,0.439,0.033,0.746,-1.500,2.000,1.400,0.800,0.558,0.054,0
27.143,6,7,-1.782,1.831,1.168,0.405,0.263,0.819,-1.500,2.000,1.400,0.800,0.403,0.019,0
27.286,6,7,-1.828,2.099,1.228,0.458,0.052,0.755,-1.500,2.000,1.400,0.800,0.384,0.045,0
27.429,6,7,-1.741,2.253,1.282,0.281,-0.158,0.742,-1.500,2.000,1.400,0.800,0.369,0.058,0
27.571,6,7,-1.618,2.280,1.347,0.130,-0.186,0.785,-1.500,2.000,1.400,0.800,0.308,0.015,0
27.714,6,7,-1.507,2.220,1.383,0.015,-0.161,0.773,-1.500,2.000,1.400,0.800,0.221,0.027,1
27.857,6,7,-1.432,2.114,1.396,-0.064,-0.110,0.765,-1.500,2.000,1.400,0.800,0.132,0.035,1
28.000,6,7,-1.401,1.998,1.399,-0.100,-0.021,0.747,-1.500,2.000,1.400,0.800,0.099,0.053,1
28.143,6,7,-1.402,1.905,1.400,-0.091,0.039,0.736,-1.500,2.000,1.400,0.800,0.137,0.064,1
28.286,6,7,-1.415,1.848,1.400,-0.068,0.060,0.736,-1.500,2.000,1.400,0.800,0.174,0.064,1
28.429,6,7,-1.427,1.828,1.402,-0.031,0.069,0.734,-1.500,2.000,1.400,0.800,0.186,0.066,1
28.571,6,7,-1.429,1.835,1.404,-0.032,0.040,0.740,-1.500,2.000,1.400,0.800,0.180,0.060,1
28.714,6,7,-1.426,1.858,1.396,-0.002,-0.001,0.750,-1.500,2.000,1.400,0.800,0.160,0.050,1
28.857,6,7,-1.421,1.883,1.400,0.009,-0.019,0.749,-1.500,2.000,1.400,0.800,0.141,0.051,1
29.000,6,7,-1.418,1.902,1.405,-0.021,-0.014,0.747,-1.500,2.000,1.400,0.800,0.128,0.053,1
29.143,6,7,-1.419,1.918,1.409,0.002,-0.005,0.753,-1.500,2.000,1.400,0.800,0.116,0.047,1
29.286,6,7,-1.418,1.926,1.405,-0.014,-0.008,0.749,-1.500,2.000,1.400,0.800,0.110,0.051,1
29.429,6,7,-1.420,1.930,1.411,-0.003,-0.040,0.751,-1.500,2.000,1.400,0.800,0.107,0.049,1
29.571,6,7,-1.426,1.928,1.413,-0.002,0.009,0.753,-1.500,2.000,1.400,0.800,0.104,0.047,1
29.714,7,8,-1.355,1.888,1.437,1.695,0.669,1.124,2.500,0.000,1.900,0.200,4.318,0.924,0
29.857,7,8,-0.759,1.641,1.289,-0.092,1.088,-0.178,2.500,0.000,1.900,0.200,3.699,0.378,0
